178,100,153,153,24,159,153,178
162,109,140,140,65,112,109,162
155,111,131,130,49,131,131,155
102,35,76,76,35,78,102,102
151,63,124,124,48,151,124,151
158,128,131,131,29,159,131,159
106,68,84,84,36,78,68,106
136,57,110,110,31,57,114,136
140,95,112,112,58,118,140,140
230,124,206,203,58,206,206,230
129,89,104,104,37,94,104,130
139,105,112,112,35,97,97,139
148,32,124,124,32,130,127,148
191,113,166,166,32,169,166,191
20,202,177,177,57,177,177,202
43,133,110,88,57,133,133,133
47,139,111,111,35,139,139,139
104,198,171,171,48,171,171,198
6,131,106,106,29,106,115,131
109,147,121,121,47,147,147,147
88,159,134,134,61,159,159,159
16,145,120,120,42,142,145,146
56,194,167,167,59,168,194,194
68,188,164,164,50,164,168,188
60,166,142,123,48,145,142,166
70,210,182,182,31,210,210,210
86,190,164,164,82,178,164,190
94,150,126,126,31,126,150,150
47,141,116,116,29,141,116,141
58,120,94,77,56,120,120,120
66,126,100,100,30,126,126,126
74,159,131,131,30,159,159,159
92,159,134,134,70,134,134,159
52,109,86,86,35,98,93,109
114,193,168,168,44,174,169,193
64,148,123,107,60,148,148,148
43,148,123,123,32,123,148,148
31,140,116,91,55,121,31,140
7,144,116,116,47,116,144,144
37,147,120,120,66,127,147,147
34,157,131,131,56,131,131,157
55,206,178,178,21,206,206,206
36,192,166,166,78,166,166,192
66,175,149,149,53,175,175,175
40,179,151,151,62,151,179,179
53,167,139,139,61,139,167,167
56,136,110,110,62,136,136,136
46,146,121,94,33,146,146,146
74,207,183,183,31,183,191,207
27,178,152,152,55,152,178,178
64,162,137,110,52,137,137,162
35,161,138,115,52,138,161,161
52,132,106,106,52,122,132,132
21,127,102,76,30,127,102,127
71,155,129,121,44,129,152,155
65,138,114,114,31,122,138,138
42,163,138,138,26,139,138,163
44,118,90,66,39,90,118,118
99,180,154,154,86,161,180,180
90,155,132,132,48,138,155,155
62,145,117,117,74,145,145,145
5,164,141,126,29,141,164,164
104,159,132,132,30,159,159,159
64,216,193,166,52,193,216,216
28,32,190,27,32,190,190,190
21,57,220,65,57,220,220,220
35,46,202,40,46,202,202,202
19,32,195,41,32,195,195,195
11,32,243,73,32,243,243,243
58,57,202,58,57,202,202,202
36,32,204,46,32,204,204,204
28,32,200,37,32,200,200,200
41,68,244,78,31,244,244,244
25,32,213,46,32,213,213,213
20,32,190,30,32,190,190,190
12,52,207,47,52,207,207,209
68,64,229,74,22,229,229,229
49,32,209,56,32,209,105,209
33,32,203,46,32,203,203,203
19,63,245,87,31,245,245,245
29,32,197,39,32,197,197,197
4,32,212,49,32,212,212,212
11,32,205,51,32,205,205,205
65,64,243,71,64,243,243,243
26,35,199,46,35,199,199,199
25,32,186,32,32,186,186,186
10,32,193,35,32,193,193,193
49,63,234,79,63,234,234,234
31,32,211,51,32,211,211,211
51,32,219,48,32,219,219,219
43,44,241,77,44,241,241,241
53,64,232,80,64,232,232,232
22,32,185,30,32,185,185,185
34,32,212,53,32,212,212,212
23,32,202,43,32,202,202,202
21,44,201,44,44,201,201,201
24,96,263,105,82,263,263,268
27,43,200,40,43,200,200,200
17,32,205,41,32,205,205,205
44,57,211,50,57,211,211,211
57,39,225,60,39,225,225,225
53,57,244,92,57,244,244,244
8,50,215,49,50,215,215,215
33,63,225,70,63,225,225,225
69,72,225,70,72,225,225,225
30,32,245,74,32,245,245,245
47,49,221,54,32,221,221,225
21,32,208,52,32,208,208,208
17,63,269,88,63,269,269,269
27,32,184,29,32,184,184,184
19,32,185,33,32,185,185,185
31,64,214,66,39,214,214,214
32,32,205,39,32,205,205,205
66,32,223,66,32,223,223,223
60,92,96,112,31,96,96,112
31,88,195,212,59,195,195,212
42,115,192,212,92,192,192,212
140,165,181,199,56,199,181,199
82,32,144,164,32,144,144,164
74,126,188,206,60,188,188,206
75,95,178,197,57,178,178,197
56,123,168,186,50,168,168,186
46,115,135,155,64,154,135,155
96,116,189,208,22,189,189,208
26,96,140,158,28,143,140,158
31,132,159,178,42,159,159,178
102,146,217,235,21,217,217,235
18,62,139,160,29,160,139,160
92,84,142,165,32,142,142,165
118,210,227,244,31,227,227,244
57,161,166,185,60,166,166,185
105,63,122,143,46,122,122,143
39,114,177,194,29,194,177,194
107,94,168,186,29,168,168,186
52,85,133,150,32,133,133,150
150,62,174,193,62,174,174,193
60,110,149,167,30,149,149,167
53,88,131,150,39,132,131,150
70,70,126,149,70,126,126,149
87,105,182,199,46,118,185,199
90,95,136,155,30,155,136,155
44,32,179,197,32,179,179,197
73,122,201,220,48,221,201,221
51,85,103,122,28,85,85,122
65,56,118,134,56,118,118,134
80,149,168,188,31,168,168,188
62,82,168,186,49,168,171,186
35,86,101,119,36,101,35,119
96,83,165,184,55,165,165,184
55,94,179,197,61,179,179,197
88,146,175,192,32,175,175,192
62,91,145,162,52,162,145,164
59,101,127,144,33,127,127,144
77,62,161,180,62,161,161,180
72,118,183,204,56,204,183,204
102,111,212,231,58,212,212,231
83,129,175,196,62,175,175,196
126,73,163,183,40,163,163,183
45,101,121,138,44,121,121,139
66,102,131,149,43,131,131,149
95,181,219,237,62,219,219,237
91,175,191,209,59,191,191,209
112,146,163,183,62,146,163,183
79,150,225,244,91,244,155,244
33,51,51,38,57,58,51,58
15,52,50,43,52,52,52,55
5,55,55,45,55,55,55,61
55,75,72,72,75,81,75,86
50,46,56,52,59,59,46,64
23,43,43,26,43,43,43,43
9,47,47,47,47,47,47,55
36,52,61,59,63,63,52,68
29,45,46,40,47,49,45,54
29,53,72,54,75,76,53,79
43,43,43,23,45,43,43,52
23,76,76,76,80,76,76,81
52,56,63,46,64,78,56,83
26,59,77,43,78,77,59,81
15,47,48,48,49,62,47,62
27,50,49,31,51,50,50,51
37,53,58,40,61,53,53,67
65,67,74,53,78,78,67,78
69,87,87,87,89,90,87,96
25,59,70,66,75,67,76,76
46,60,61,48,64,69,60,69
17,56,55,32,56,56,56,56
30,49,50,42,53,49,49,58
33,50,55,55,58,50,50,59
26,53,55,32,61,61,53,61
62,67,75,58,76,78,67,78
46,67,65,54,67,67,67,70
18,62,59,41,62,62,62,68
14,51,57,47,62,66,51,69
27,49,62,41,65,67,49,70
61,84,80,72,84,82,61,90
5,45,43,28,45,45,45,48
42,50,51,34,57,60,50,61
50,53,75,60,79,79,50,83
38,56,65,44,69,56,56,75
32,90,90,79,92,94,90,100
5,54,52,32,60,54,54,64
23,73,73,57,73,73,73,77
23,57,59,44,63,66,57,66
25,50,50,32,50,50,50,55
76,83,90,70,96,100,83,100
12,51,51,32,51,51,51,67
14,39,37,20,39,37,39,42
30,44,43,21,49,49,44,49
55,54,61,37,64,54,54,64
18,70,71,60,73,73,41,73
16,50,54,42,57,58,50,59
21,46,53,41,56,57,46,60
39,62,62,53,64,70,39,70
48,43,45,45,53,53,43,53
